  t  q1  q2  q3  u1  u2  u3
   76.4500   1.803304E-02   2.341568E-04   6.303731E+01   1.290669E-02   4.343933E-05   9.831962E-01
   76.5000   1.856316E-02   2.343648E-04   6.308648E+01   7.891289E-03  -4.679699E-06   9.833017E-01
   76.5500   1.879043E-02   2.358849E-04   6.313564E+01   1.051302E-03   6.241906E-05   9.834064E-01
   76.6000   1.867575E-02   2.378125E-04   6.318482E+01  -5.436838E-03  -1.696261E-05   9.835091E-01
   76.6500   1.826290E-02   2.338354E-04   6.323400E+01  -1.097657E-02  -1.143509E-04   9.836112E-01
   76.7000   1.758975E-02   2.297824E-04   6.328318E+01  -1.571917E-02  -3.180151E-05   9.837095E-01
   76.7500   1.673904E-02   2.286604E-04   6.333237E+01  -1.766099E-02  -5.276558E-05   9.838044E-01
   76.8000   1.588073E-02   2.229080E-04   6.338156E+01  -1.623656E-02  -1.580431E-04   9.839004E-01
   76.8500   1.514150E-02   2.170212E-04   6.343076E+01  -1.312311E-02  -4.334640E-05   9.839958E-01
   76.9000   1.460650E-02   2.176754E-04   6.347996E+01  -7.778198E-03   2.614597E-05   9.840896E-01
   76.9500   1.439807E-02   2.165148E-04   6.352917E+01  -4.848160E-04  -6.771009E-05   9.841828E-01
   77.0000   1.454683E-02   2.141889E-04   6.357838E+01   6.250045E-03   1.073037E-05   9.842777E-01
   77.0500   1.500282E-02   2.184993E-04   6.362759E+01   1.180223E-02   1.369410E-04   9.843733E-01
   77.1000   1.570736E-02   2.240467E-04   6.367681E+01   1.606342E-02   5.912757E-05   9.844657E-01
   77.1500   1.656112E-02   2.253779E-04   6.372604E+01   1.750936E-02   2.833144E-05   9.845584E-01
   77.2000   1.740030E-02   2.295921E-04   6.377527E+01   1.558823E-02   1.388638E-04   9.846527E-01
   77.2500   1.809028E-02   2.360521E-04   6.382451E+01   1.179952E-02   7.853240E-05   9.847462E-01
   77.3000   1.855070E-02   2.364663E-04   6.387374E+01   6.224418E-03  -3.568608E-05   9.848383E-01
   77.3500   1.867820E-02   2.359874E-04   6.392299E+01  -1.291499E-03   3.312202E-05   9.849282E-01
   77.4000   1.843457E-02   2.377388E-04   6.397224E+01  -8.103235E-03  -3.775065E-06   9.850182E-01
   77.4500   1.790026E-02   2.337904E-04   6.402149E+01  -1.304493E-02  -1.356882E-04   9.851096E-01
   77.5000   1.715070E-02   2.278906E-04   6.407075E+01  -1.664282E-02  -7.013723E-05   9.852014E-01
   77.5500   1.628571E-02   2.262260E-04   6.412001E+01  -1.729900E-02  -3.143302E-05   9.852942E-01
   77.6000   1.548026E-02   2.221471E-04   6.416928E+01  -1.449577E-02  -1.283520E-04   9.853872E-01
   77.6500   1.486154E-02   2.165117E-04   6.421855E+01  -1.007559E-02  -6.043322E-05   9.854794E-01
   77.7000   1.449860E-02   2.166833E-04   6.426783E+01  -4.099655E-03   4.032797E-05   9.855723E-01
   77.7500   1.447855E-02   2.174161E-04   6.431711E+01   3.384172E-03  -2.334999E-05   9.856669E-01
   77.8000   1.481962E-02   2.163914E-04   6.436639E+01   9.903241E-03   1.857420E-05   9.857622E-01
   77.8500   1.543146E-02   2.209030E-04   6.441568E+01   1.424340E-02   1.455724E-04   9.858551E-01
   77.9000   1.622061E-02   2.270820E-04   6.446498E+01   1.707028E-02   6.820581E-05   9.859471E-01
   77.9500   1.709236E-02   2.282971E-04   6.451428E+01   1.717491E-02   1.867327E-05   9.860420E-01
   78.0000   1.788299E-02   2.319097E-04   6.456358E+01   1.408962E-02   1.243484E-04   9.861409E-01
   78.0500   1.848519E-02   2.373907E-04   6.461289E+01   9.934418E-03   5.370255E-05   9.862463E-01
   78.1000   1.885585E-02   2.367904E-04   6.466221E+01   4.546111E-03  -4.534705E-05   9.863552E-01
   78.1500   1.891098E-02   2.363663E-04   6.471153E+01  -2.443547E-03   3.925909E-05   9.864629E-01
   78.2000   1.862752E-02   2.382277E-04   6.476085E+01  -8.559425E-03  -6.610550E-06   9.865688E-01
   78.2500   1.808446E-02   2.340969E-04   6.481018E+01  -1.297089E-02  -1.370180E-04   9.866735E-01
   78.3000   1.734778E-02   2.284745E-04   6.485952E+01  -1.622181E-02  -5.878608E-05   9.867768E-01
   78.3500   1.651290E-02   2.271904E-04   6.490886E+01  -1.649508E-02  -3.201549E-05   9.868810E-01
   78.4000   1.575528E-02   2.228719E-04   6.495821E+01  -1.345130E-02  -1.303678E-04   9.869860E-01
   78.4500   1.518552E-02   2.177780E-04   6.500756E+01  -9.234098E-03  -3.731519E-05   9.870880E-01
   78.5000   1.485714E-02   2.188580E-04   6.505692E+01  -3.527207E-03   4.339582E-05   9.871888E-01
   78.5500   1.485343E-02   2.192060E-04   6.510628E+01   3.317512E-03  -2.903515E-05   9.872882E-01
   78.6000   1.516549E-02   2.184703E-04   6.515565E+01   8.856596E-03   2.961656E-05   9.873849E-01
   78.6500   1.571065E-02   2.228759E-04   6.520502E+01   1.272406E-02   1.255437E-04   9.874809E-01
   78.7000   1.641346E-02   2.279158E-04   6.525439E+01   1.503704E-02   5.697244E-05   9.875745E-01
   78.7500   1.716569E-02   2.295615E-04   6.530378E+01   1.449124E-02   3.750006E-05   9.876656E-01
   78.8000   1.781511E-02   2.333325E-04   6.535316E+01   1.116696E-02   1.052727E-04   9.877562E-01
   78.8500   1.826447E-02   2.374030E-04   6.540255E+01   6.687041E-03   3.104841E-05   9.878474E-01
   78.9000   1.846487E-02   2.365589E-04   6.545195E+01   1.090389E-03  -3.904761E-05   9.879383E-01
   78.9500   1.836075E-02   2.357680E-04   6.550134E+01  -5.196153E-03   1.051350E-05   9.880290E-01
   79.0000   1.796942E-02   2.357563E-04   6.555075E+01  -1.011424E-02  -3.606092E-05   9.881206E-01
   79.0500   1.738121E-02   2.315288E-04   6.560016E+01  -1.315958E-02  -1.158143E-04   9.882129E-01
   79.1000   1.667644E-02   2.269599E-04   6.564957E+01  -1.474719E-02  -4.883656E-05   9.883039E-01
   79.1500   1.595278E-02   2.255327E-04   6.569899E+01  -1.362146E-02  -3.748841E-05   9.883955E-01
   79.2000   1.536209E-02   2.216595E-04   6.574841E+01  -9.700432E-03  -1.064692E-04   9.884898E-01
   79.2500   1.499682E-02   2.179397E-04   6.579784E+01  -4.828638E-03  -1.582705E-05   9.885846E-01
   79.3000   1.489167E-02   2.198190E-04   6.584727E+01   7.770230E-04   6.291863E-05   9.886780E-01
   79.3500   1.508538E-02   2.212516E-04   6.589670E+01   6.935101E-03  -1.406231E-05   9.887715E-01
   79.4000   1.555745E-02   2.207640E-04   6.594615E+01   1.152854E-02   3.087330E-05   9.888664E-01
   79.4500   1.620274E-02   2.255191E-04   6.599559E+01   1.405792E-02   1.357470E-04   9.889626E-01
   79.5000   1.694167E-02   2.307816E-04   6.604504E+01   1.518662E-02   5.271766E-05   9.890600E-01
   79.5500   1.767498E-02   2.318711E-04   6.609450E+01   1.358939E-02   2.426584E-05   9.891573E-01
   79.6000   1.825527E-02   2.352471E-04   6.614396E+01   9.356693E-03   1.021245E-04   9.892552E-01
   79.6500   1.859849E-02   2.391386E-04   6.619342E+01   4.302955E-03   2.472548E-05   9.893535E-01
   79.7000   1.867392E-02   2.376017E-04   6.624289E+01  -1.445517E-03  -6.000214E-05   9.894511E-01
   79.7500   1.844522E-02   2.359135E-04   6.629237E+01  -7.626028E-03   1.510005E-06   9.895478E-01
   79.8000   1.793744E-02   2.359789E-04   6.634185E+01  -1.231198E-02  -2.892922E-05   9.896420E-01
   79.8500   1.725163E-02   2.316835E-04   6.639133E+01  -1.479784E-02  -1.292421E-04   9.897342E-01
   79.9000   1.648541E-02   2.260744E-04   6.644082E+01  -1.553354E-02  -6.955774E-05   9.898263E-01
   79.9500   1.574352E-02   2.244288E-04   6.649031E+01  -1.358720E-02  -2.343585E-05   9.899191E-01
   80.0000   1.517478E-02   2.215864E-04   6.653981E+01  -8.845296E-03  -8.916731E-05   9.900130E-01
   80.0500   1.486887E-02   2.181341E-04   6.658932E+01  -3.427137E-03  -1.736704E-05   9.901043E-01
   80.1000   1.483882E-02   2.200049E-04   6.663882E+01   2.392242E-03   6.386221E-05   9.901940E-01
   80.1500   1.511412E-02   2.218428E-04   6.668834E+01   8.482060E-03   4.377293E-06   9.902846E-01
   80.2000   1.565221E-02   2.224723E-04   6.673785E+01   1.256155E-02   5.105888E-05   9.903730E-01
   80.2500   1.633023E-02   2.275684E-04   6.678737E+01   1.427618E-02   1.294417E-04   9.904592E-01
   80.3000   1.705338E-02   2.323555E-04   6.683690E+01   1.431888E-02   4.545251E-05   9.905450E-01
   80.3500   1.771427E-02   2.334835E-04   6.688643E+01   1.155699E-02   3.155715E-05   9.906287E-01
   80.4000   1.816996E-02   2.368229E-04   6.693596E+01   6.508677E-03   8.574394E-05   9.907110E-01
   80.4500   1.835929E-02   2.392966E-04   6.698550E+01   1.021752E-03  -5.587551E-06   9.907930E-01
   80.5000   1.826652E-02   2.368815E-04   6.703504E+01  -4.774330E-03  -6.575118E-05   9.908746E-01
   80.5500   1.788959E-02   2.347402E-04   6.708459E+01  -1.004336E-02  -1.930687E-05   9.909585E-01
   80.6000   1.729994E-02   2.333304E-04   6.713414E+01  -1.311884E-02  -5.630104E-05   9.910445E-01
   80.6500   1.661933E-02   2.286530E-04   6.718369E+01  -1.372778E-02  -1.162157E-04   9.911330E-01
   80.7000   1.595667E-02   2.241838E-04   6.723325E+01  -1.250426E-02  -4.465550E-05   9.912234E-01
   80.7500   1.540659E-02   2.234241E-04   6.728281E+01  -9.071090E-03  -1.132386E-05   9.913135E-01
   80.8000   1.507927E-02   2.215734E-04   6.733238E+01  -3.921346E-03  -5.471067E-05   9.914022E-01
   80.8500   1.501320E-02   2.200029E-04   6.738195E+01   1.218023E-03   9.829307E-06   9.914884E-01
   80.9000   1.519888E-02   2.223399E-04   6.743153E+01   6.222671E-03   6.296738E-05   9.915748E-01
   80.9500   1.562693E-02   2.245884E-04   6.748111E+01   1.066407E-02   2.563209E-05   9.916621E-01
   81.0000   1.622954E-02   2.262627E-04   6.753070E+01   1.302281E-02   5.840250E-05   9.917491E-01
   81.0500   1.689321E-02   2.306086E-04   6.758028E+01   1.324789E-02   9.873042E-05   9.918365E-01
   81.1000   1.752879E-02   2.342172E-04   6.762988E+01   1.189676E-02   3.679031E-05   9.919260E-01
   81.1500   1.804905E-02   2.352074E-04   6.767948E+01   8.558159E-03   2.235368E-05   9.920175E-01
   81.2000   1.835883E-02   2.373271E-04   6.772908E+01   3.710011E-03   5.333605E-05   9.921101E-01
   81.2500   1.841776E-02   2.387531E-04   6.777869E+01  -1.332183E-03  -1.004434E-05   9.922024E-01
   81.3000   1.822813E-02   2.365779E-04   6.782830E+01  -6.215853E-03  -6.010511E-05   9.922944E-01
   81.3500   1.780358E-02   2.344479E-04   6.787792E+01  -1.060691E-02  -1.999714E-05   9.923842E-01
   81.4000   1.720458E-02   2.329823E-04   6.792754E+01  -1.284108E-02  -6.220585E-05   9.924744E-01
   81.4500   1.655557E-02   2.282848E-04   6.797717E+01  -1.292662E-02  -1.003369E-04   9.925652E-01
   81.5000   1.593371E-02   2.251635E-04   6.802680E+01  -1.164342E-02  -2.108744E-05   9.926525E-01
   81.5500   1.543217E-02   2.243754E-04   6.807643E+01  -7.982268E-03  -3.490861E-05   9.927405E-01
   81.6000   1.516468E-02   2.212586E-04   6.812607E+01  -2.595203E-03  -6.955300E-05   9.928329E-01
   81.6500   1.517421E-02   2.200376E-04   6.817571E+01   2.967709E-03   3.403376E-05   9.929300E-01
   81.7000   1.546251E-02   2.234350E-04   6.822536E+01   8.547237E-03   7.406771E-05   9.930302E-01
   81.7500   1.601591E-02   2.256541E-04   6.827502E+01   1.329690E-02   1.832762E-05   9.931326E-01
   81.8000   1.674989E-02   2.274196E-04   6.832468E+01   1.559817E-02   7.424678E-05   9.932380E-01
   81.8500   1.753637E-02   2.329473E-04   6.837434E+01   1.554231E-02   1.231742E-04   9.933456E-01
   81.9000   1.827292E-02   2.372452E-04   6.842401E+01   1.354989E-02   3.903221E-05   9.934537E-01
   81.9500   1.884836E-02   2.382137E-04   6.847369E+01   9.045473E-03   2.445252E-05   9.935616E-01
   82.0000   1.915389E-02   2.404270E-04   6.852337E+01   3.157803E-03   4.866967E-05   9.936729E-01
   82.0500   1.916994E-02   2.410859E-04   6.857305E+01  -2.456594E-03  -3.122763E-05   9.937885E-01
   82.1000   1.891006E-02   2.383795E-04   6.862275E+01  -7.929016E-03  -5.456367E-05   9.939034E-01
   82.1500   1.839098E-02   2.366962E-04   6.867244E+01  -1.253896E-02  -2.082707E-05   9.940153E-01
   82.2000   1.769614E-02   2.344826E-04   6.872215E+01  -1.482360E-02  -8.167197E-05   9.941249E-01
   82.2500   1.694500E-02   2.292189E-04   6.877186E+01  -1.491453E-02  -1.056788E-04   9.942331E-01
   82.3000   1.623879E-02   2.256711E-04   6.882157E+01  -1.291873E-02  -3.537091E-05   9.943417E-01
   82.3500   1.569977E-02   2.241251E-04   6.887129E+01  -8.195841E-03  -4.526584E-05   9.944536E-01
   82.4000   1.544308E-02   2.213831E-04   6.892102E+01  -2.038626E-03  -4.278873E-05   9.945674E-01
   82.4500   1.549114E-02   2.216902E-04   6.897075E+01   3.896742E-03   5.653940E-05   9.946793E-01
   82.5000   1.583296E-02   2.250121E-04   6.902048E+01   9.781867E-03   4.932199E-05   9.947930E-01
   82.5500   1.644458E-02   2.264743E-04   6.907023E+01   1.418891E-02   3.316209E-05   9.949080E-01
   82.6000   1.720624E-02   2.300654E-04   6.911997E+01   1.593755E-02   1.069164E-04   9.950236E-01
   82.6500   1.800450E-02   2.354782E-04   6.916973E+01   1.561402E-02   9.096975E-05   9.951413E-01
   82.7000   1.872471E-02   2.385423E-04   6.921949E+01   1.271675E-02   4.064125E-05   9.952567E-01
   82.7500   1.924040E-02   2.404411E-04   6.926925E+01   7.722230E-03   3.624063E-05   9.953743E-01
   82.8000   1.948165E-02   2.419555E-04   6.931903E+01   1.806669E-03   2.059829E-05   9.954956E-01
   82.8500   1.941869E-02   2.419367E-04   6.936880E+01  -4.269170E-03  -2.476948E-05   9.956166E-01
   82.9000   1.906633E-02   2.397124E-04   6.941859E+01  -9.646143E-03  -5.748339E-05   9.957378E-01
   82.9500   1.847930E-02   2.367526E-04   6.946838E+01  -1.350321E-02  -5.959540E-05   9.958596E-01
   83.0000   1.775385E-02   2.335598E-04   6.951817E+01  -1.511334E-02  -7.103291E-05   9.959808E-01
   83.0500   1.700783E-02   2.297228E-04   6.956798E+01  -1.434250E-02  -7.771483E-05   9.961007E-01
   83.1000   1.635568E-02   2.263609E-04   6.961778E+01  -1.140569E-02  -5.271816E-05   9.962196E-01
   83.1500   1.589752E-02   2.244581E-04   6.966760E+01  -6.670067E-03  -2.623685E-05   9.963374E-01
   83.2000   1.570459E-02   2.236535E-04   6.971742E+01  -9.877924E-04  -4.032411E-06   9.964529E-01
   83.2500   1.580137E-02   2.240670E-04   6.976724E+01   4.850131E-03   1.903685E-05   9.965684E-01
   83.3000   1.617936E-02   2.256220E-04   6.981707E+01   1.007975E-02   4.515067E-05   9.966866E-01
   83.3500   1.678378E-02   2.286417E-04   6.986691E+01   1.378945E-02   7.337822E-05   9.968067E-01
   83.4000   1.752175E-02   2.326212E-04   6.991676E+01   1.531424E-02   8.234424E-05   9.969266E-01
   83.4500   1.827569E-02   2.364239E-04   6.996660E+01   1.447634E-02   6.574060E-05   9.970470E-01
   83.5000   1.893029E-02   2.393437E-04   7.001646E+01   1.131668E-02   5.554094E-05   9.971683E-01
   83.5500   1.937520E-02   2.419967E-04   7.006632E+01   6.238900E-03   4.557112E-05   9.972885E-01
   83.6000   1.953983E-02   2.431711E-04   7.011619E+01   2.865984E-04  -3.568396E-06   9.974080E-01
   83.6500   1.940466E-02   2.418205E-04   7.016606E+01  -5.610464E-03  -4.337628E-05   9.975290E-01
   83.7000   1.899625E-02   2.394611E-04   7.021594E+01  -1.044732E-02  -4.958253E-05   9.976535E-01
   83.7500   1.839692E-02   2.365172E-04   7.026583E+01  -1.309121E-02  -7.276618E-05   9.977831E-01
   83.8000   1.772961E-02   2.323593E-04   7.031572E+01  -1.320608E-02  -8.478772E-05   9.979183E-01
   83.8500   1.710825E-02   2.291638E-04   7.036562E+01  -1.139031E-02  -3.592619E-05   9.980535E-01
   83.9000   1.662181E-02   2.280445E-04   7.041553E+01  -7.738660E-03  -2.379430E-05   9.981859E-01
   83.9500   1.635677E-02   2.262493E-04   7.046544E+01  -2.772408E-03  -3.909380E-05   9.983171E-01
   84.0000   1.634356E-02   2.256161E-04   7.051536E+01   2.178506E-03   2.418434E-05   9.984464E-01
   84.0500   1.656780E-02   2.281674E-04   7.056528E+01   6.705284E-03   6.128164E-05   9.985731E-01
   84.1000   1.699730E-02   2.305133E-04   7.061521E+01   1.019380E-02   3.256568E-05   9.986967E-01
   84.1500   1.755515E-02   2.323171E-04   7.066515E+01   1.180980E-02   4.893726E-05   9.988202E-01
   84.2000   1.814753E-02   2.356656E-04   7.071510E+01   1.160074E-02   7.812798E-05   9.989458E-01
   84.2500   1.868886E-02   2.389904E-04   7.076505E+01   9.785401E-03   4.602284E-05   9.990717E-01
   84.3000   1.909971E-02   2.403222E-04   7.081500E+01   6.405327E-03   1.522515E-05   9.991979E-01
   84.3500   1.930751E-02   2.413745E-04   7.086497E+01   1.746285E-03   2.944327E-05   9.993233E-01
   84.4000   1.926999E-02   2.424157E-04   7.091494E+01  -3.198492E-03  -1.116228E-06   9.994457E-01
   84.4500   1.900279E-02   2.404688E-04   7.096491E+01  -7.265713E-03  -7.436379E-05   9.995700E-01
   84.5000   1.855949E-02   2.368276E-04   7.101489E+01  -1.031948E-02  -5.047525E-05   9.996972E-01
   84.5500   1.799843E-02   2.355323E-04   7.106488E+01  -1.172985E-02  -1.929732E-05   9.998237E-01
   84.6000   1.742982E-02   2.329514E-04   7.111488E+01  -1.062405E-02  -8.943310E-05   9.999521E-01
   84.6500   1.696058E-02   2.284318E-04   7.116488E+01  -7.998827E-03  -6.166446E-05   1.000083E+00
   84.7000   1.665462E-02   2.276446E-04   7.121488E+01  -3.877956E-03   1.292537E-05   1.000219E+00
   84.7500   1.659513E-02   2.279537E-04   7.126490E+01   1.514253E-03  -4.868798E-06   1.000358E+00
   84.8000   1.679420E-02   2.280499E-04   7.131492E+01   6.231827E-03   2.371777E-05   1.000493E+00
   84.8500   1.719633E-02   2.308171E-04   7.136495E+01   9.656829E-03   7.757500E-05   1.000627E+00
   84.9000   1.773821E-02   2.343451E-04   7.141498E+01   1.174870E-02   5.296527E-05   1.000759E+00
   84.9500   1.833759E-02   2.363496E-04   7.146502E+01   1.184849E-02   3.928896E-05   1.000891E+00
   85.0000   1.888578E-02   2.392344E-04   7.151507E+01   9.752207E-03   7.575822E-05   1.001022E+00
   85.0500   1.928889E-02   2.426377E-04   7.156513E+01   6.188462E-03   4.363383E-05   1.001151E+00
   85.1000   1.948673E-02   2.431107E-04   7.161519E+01   1.547339E-03  -1.562744E-05   1.001276E+00
   85.1500   1.943141E-02   2.424299E-04   7.166525E+01  -3.774161E-03  -4.550715E-06   1.001400E+00
   85.2000   1.912371E-02   2.419552E-04   7.171533E+01  -8.259076E-03  -2.983068E-05   1.001524E+00
   85.2500   1.863246E-02   2.389143E-04   7.176541E+01  -1.115598E-02  -8.239055E-05   1.001649E+00
   85.3000   1.803278E-02   2.352189E-04   7.181549E+01  -1.253963E-02  -5.434436E-05   1.001775E+00
   85.3500   1.741093E-02   2.333692E-04   7.186558E+01  -1.200405E-02  -2.996918E-05   1.001898E+00
   85.4000   1.686602E-02   2.311175E-04   7.191568E+01  -9.498779E-03  -6.284950E-05   1.002017E+00
   85.4500   1.648277E-02   2.280458E-04   7.196578E+01  -5.664994E-03  -4.471099E-05   1.002136E+00
   85.5000   1.631488E-02   2.274052E-04   7.201589E+01  -8.919289E-04   1.410285E-05   1.002257E+00
   85.5500   1.640173E-02   2.284776E-04   7.206601E+01   4.333812E-03   2.190718E-05   1.002380E+00
   85.6000   1.673588E-02   2.296097E-04   7.211613E+01   8.825000E-03   2.988638E-05   1.002502E+00
   85.6500   1.726130E-02   2.319437E-04   7.216626E+01   1.196743E-02   6.217093E-05   1.002627E+00
   85.7000   1.789965E-02   2.356545E-04   7.221640E+01   1.313339E-02   8.478516E-05   1.002751E+00
   85.7500   1.854206E-02   2.394025E-04   7.226654E+01   1.231938E-02   5.295431E-05   1.002874E+00
   85.8000   1.910328E-02   2.409870E-04   7.231668E+01   9.819570E-03   2.217876E-05   1.003001E+00
   85.8500   1.949112E-02   2.429353E-04   7.236684E+01   5.401641E-03   5.958979E-05   1.003128E+00
   85.9000   1.963160E-02   2.454571E-04   7.241700E+01   2.300624E-04   1.842647E-05   1.003252E+00
   85.9500   1.951659E-02   2.439916E-04   7.246716E+01  -4.817763E-03  -6.437776E-05   1.003375E+00
   86.0000   1.915621E-02   2.410656E-04   7.251733E+01  -9.420500E-03  -3.916457E-05   1.003500E+00
   86.0500   1.859570E-02   2.400717E-04   7.256751E+01  -1.276984E-02  -1.283580E-05   1.003620E+00
   86.1000   1.791829E-02   2.376790E-04   7.261769E+01  -1.386219E-02  -9.566516E-05   1.003735E+00
   86.1500   1.724186E-02   2.320329E-04   7.266788E+01  -1.297619E-02  -9.734045E-05   1.003851E+00
   86.2000   1.664781E-02   2.297944E-04   7.271808E+01  -1.041529E-02  -5.024766E-07   1.003967E+00
   86.2500   1.624093E-02   2.294541E-04   7.276828E+01  -5.518676E-03  -3.532988E-05   1.004083E+00
   86.3000   1.611400E-02   2.265597E-04   7.281849E+01   4.693803E-04  -5.461850E-05   1.004202E+00
   86.3500   1.628090E-02   2.266013E-04   7.286870E+01   6.124559E-03   6.362914E-05   1.004326E+00
   86.4000   1.671721E-02   2.311825E-04   7.291892E+01   1.116597E-02   9.086036E-05   1.004449E+00
   86.4500   1.737036E-02   2.340447E-04   7.296915E+01   1.453817E-02   3.038930E-05   1.004570E+00
   86.5000   1.812347E-02   2.362096E-04   7.301938E+01   1.515480E-02   7.208445E-05   1.004692E+00
   86.5500   1.884836E-02   2.410921E-04   7.306962E+01   1.353482E-02   1.043209E-04   1.004816E+00
   86.6000   1.944790E-02   2.446926E-04   7.311986E+01   1.011172E-02   3.365679E-05   1.004940E+00
   86.6500   1.982603E-02   2.453704E-04   7.317011E+01   4.723343E-03   9.868682E-06   1.005062E+00
   86.7000   1.990307E-02   2.464145E-04   7.322037E+01  -1.660779E-03   2.409273E-05   1.005183E+00
   86.7500   1.967004E-02   2.462595E-04   7.327063E+01  -7.493412E-03  -4.134425E-05   1.005302E+00
   86.8000   1.917328E-02   2.426149E-04   7.332090E+01  -1.214864E-02  -8.870781E-05   1.005422E+00
   86.8500   1.848509E-02   2.388368E-04   7.337117E+01  -1.497334E-02  -5.894947E-05   1.005543E+00
   86.9000   1.771895E-02   2.361527E-04   7.342145E+01  -1.526121E-02  -5.725222E-05   1.005663E+00
   86.9500   1.700338E-02   2.324102E-04   7.347174E+01  -1.292552E-02  -9.107190E-05   1.005783E+00
   87.0000   1.645886E-02   2.284323E-04   7.352203E+01  -8.605799E-03  -5.126376E-05   1.005905E+00
   87.0500   1.616369E-02   2.278437E-04   7.357233E+01  -3.031824E-03   1.928125E-05   1.006026E+00
   87.1000   1.616866E-02   2.288040E-04   7.362263E+01   3.260660E-03   8.602122E-06   1.006146E+00
   87.1500   1.647784E-02   2.291742E-04   7.367294E+01   8.862347E-03   2.195788E-05   1.006265E+00
   87.2000   1.702376E-02   2.321611E-04   7.372326E+01   1.264768E-02   9.542379E-05   1.006382E+00
   87.2500   1.771240E-02   2.371010E-04   7.377358E+01   1.458160E-02   8.293202E-05   1.006498E+00
   87.3000   1.844404E-02   2.398650E-04   7.382391E+01   1.424541E-02   3.779282E-05   1.006613E+00
   87.3500   1.908976E-02   2.425138E-04   7.387424E+01   1.115192E-02   7.707655E-05   1.006728E+00
   87.4000   1.953072E-02   2.465213E-04   7.392458E+01   6.328168E-03   5.971230E-05   1.006840E+00
   87.4500   1.971343E-02   2.469704E-04   7.397493E+01   9.225155E-04  -3.900809E-05   1.006953E+00
   87.5000   1.961392E-02   2.447398E-04   7.402528E+01  -4.953415E-03  -2.669046E-05   1.007068E+00
   87.5500   1.923579E-02   2.442607E-04   7.407563E+01  -9.776394E-03  -1.581749E-05   1.007186E+00
   87.6000   1.867274E-02   2.415130E-04   7.412599E+01  -1.248481E-02  -9.021359E-05   1.007305E+00
   87.6500   1.801305E-02   2.369298E-04   7.417636E+01  -1.360470E-02  -7.491654E-05   1.007422E+00
   87.7000   1.734820E-02   2.345181E-04   7.422674E+01  -1.257107E-02  -3.194608E-05   1.007540E+00
   87.7500   1.679510E-02   2.324167E-04   7.427712E+01  -9.250258E-03  -5.709139E-05   1.007657E+00
   87.8000   1.644384E-02   2.296061E-04   7.432750E+01  -4.670265E-03  -3.996960E-05   1.007773E+00
   87.8500   1.633591E-02   2.293897E-04   7.437789E+01   4.088099E-04   2.860963E-05   1.007888E+00
   87.9000   1.649049E-02   2.310922E-04   7.442829E+01   5.788215E-03   2.496687E-05   1.008004E+00
   87.9500   1.690214E-02   2.318923E-04   7.447869E+01   1.042077E-02   2.133548E-05   1.008122E+00
   88.0000   1.749687E-02   2.347335E-04   7.452910E+01   1.297570E-02   9.632221E-05   1.008240E+00
   88.0500   1.816940E-02   2.398896E-04   7.457952E+01   1.366848E-02   8.493351E-05   1.008356E+00
   88.1000   1.883366E-02   2.421422E-04   7.462994E+01   1.254300E-02   1.494773E-05   1.008475E+00
   88.1500   1.938363E-02   2.435172E-04   7.468037E+01   9.102520E-03   5.566609E-05   1.008596E+00
   88.2000   1.972144E-02   2.471096E-04   7.473080E+01   4.298459E-03   6.458898E-05   1.008717E+00
   88.2500   1.981131E-02   2.477930E-04   7.478124E+01  -7.052333E-04  -4.146946E-05   1.008837E+00
   88.3000   1.964504E-02   2.449342E-04   7.483168E+01  -5.993153E-03  -4.431225E-05   1.008958E+00
   88.3500   1.922611E-02   2.441260E-04   7.488213E+01  -1.041622E-02  -6.252743E-06   1.009079E+00
   88.4000   1.864424E-02   2.420312E-04   7.493259E+01  -1.247898E-02  -8.753605E-05   1.009201E+00
   88.4500   1.800490E-02   2.369246E-04   7.498305E+01  -1.290104E-02  -8.694775E-05   1.009323E+00
   88.5000   1.738009E-02   2.348246E-04   7.503352E+01  -1.173212E-02  -6.655432E-06   1.009441E+00
   88.5500   1.687126E-02   2.339634E-04   7.508400E+01  -8.269276E-03  -4.814959E-05   1.009558E+00
   88.6000   1.657149E-02   2.306267E-04   7.513448E+01  -3.684457E-03  -5.837630E-05   1.009673E+00
   88.6500   1.650487E-02   2.301726E-04   7.518496E+01   1.087562E-03   3.982095E-05   1.009789E+00
   88.7000   1.668677E-02   2.327846E-04   7.523546E+01   6.187546E-03   4.240521E-05   1.009905E+00
   88.7500   1.710944E-02   2.338130E-04   7.528595E+01   1.042461E-02   1.291585E-05   1.010022E+00
   88.8000   1.769522E-02   2.358621E-04   7.533646E+01   1.269823E-02   7.600176E-05   1.010141E+00
   88.8500   1.834811E-02   2.406285E-04   7.538697E+01   1.308642E-02   9.715308E-05   1.010260E+00
   88.9000   1.897202E-02   2.440198E-04   7.543748E+01   1.152481E-02   3.538793E-05   1.010377E+00
   88.9500   1.946182E-02   2.453434E-04   7.548801E+01   7.697017E-03   3.387448E-05   1.010492E+00
   89.0000   1.971672E-02   2.477177E-04   7.553853E+01   2.390444E-03   4.800766E-05   1.010604E+00
   89.0500   1.970232E-02   2.483281E-04   7.558907E+01  -2.884318E-03  -3.372119E-05   1.010717E+00
   89.1000   1.943550E-02   2.452520E-04   7.563961E+01  -7.700448E-03  -6.747780E-05   1.010831E+00
